Verbs,Fightin_Word_Score_GPT,Fightin_Word_Score_LLAMA
verliezen,1.2980142730045885,-2.163353284868616
uitmaken,1.2980142730045885,0.3035499119627923
veranderen,1.2980142730045885,-0.7190911675041541
stuiten,1.353290621819408,0.4135938080115707
ervaren,1.3848863680144416,-7.799913734968253
horen,1.4087098549160235,0.3729569499841074
volgen,1.4287435383117495,-7.469514066396481
redden,1.4685971501033326,-7.470056167330532
blijken,1.4685971501033326,-0.7811773863332488
liggen,1.552563807555429,0.3035499119627923
oplossen,1.7236395487913274,-0.6150315178446277
lopen,1.836963806086343,0.4830755769228752
hopen,1.8406012371338087,0.3729569499841074
veroveren,1.858580458451134,-0.6150315178446277
slagen,1.904737428582549,2.870168339085004
brengen,2.048322929927945,0.4647985891958276
zien,2.085747890706391,0.3076397947557725
besluiten,2.221347158331574,3.213252376424531
vinden,2.5355774131351128,5.153804329803295
