Verb,Fightin_Word_Score_GPT,Fightin_Word_Score_LLAMA
aflopen,0.3495576270453502,0.3720338163785795
lukken,0.3495576270453502,0.3432322356097857
nadacht,0.3495576270453502,0.2334294439303728
luisteren,0.3495576270453502,0.3026590545657818
afwenden,0.3495576270453502,-0.6851691218275324
afsluiten,0.3495576270453502,0.3943788608661931
afwerken,0.3495576270453502,0.2334294439303728
missen,0.3495576270453502,0.3943788608661931
merkken,0.3495576270453502,-2.276874903208624
mengen,0.3495576270453502,0.2334294439303728
meevoeren,0.3495576270453502,0.2334294439303728
meemaken,0.3495576270453502,0.3720338163785795
ntrigeerd,0.3495576270453502,0.2334294439303728
ontbreken,0.3495576270453502,0.4126383691480732
laag,0.3495576270453502,0.3432322356097857
lachen,0.3495576270453502,-0.8004460232795503
aanpassen,0.3495576270453502,0.2334294439303728
antwoorden,0.3495576270453502,-1.2970768586304162
annuleren,0.3495576270453502,0.3026590545657818
begeven,0.3495576270453502,0.3432322356097857
terugkeren,0.3555914737586162,0.3720338163785795
nemen,0.3880638932134412,-1.2064308865565128
ontglippen,0.4190866595101931,-0.7966305713059303
navigeren,0.4190866595101931,-2.426456065324168
opnemen,0.4190866595101931,0.2334294439303728
zeiden,0.4190866595101931,0.3720338163785795
opkomen,0.4190866595101931,0.3943788608661931
combineren,0.4190866595101931,-0.6851691218275324
verteren,0.4190866595101931,0.2334294439303728
dreigen,0.4190866595101931,0.3026590545657818
breken,0.4190866595101931,0.3026590545657818
bouwen,0.4190866595101931,-0.7475118801582122
trilde,0.4190866595101931,0.2334294439303728
afzetten,0.4190866595101931,0.4820746551977519
voortzetten,0.4190866595101931,0.3432322356097857
benaderen,0.4190866595101931,0.3026590545657818
veroveren,0.4190866595101931,0.6053108210525187
wachten,0.4190866595101931,0.1150252865501898
kosten,0.4190866595101931,-0.6128004066710585
schokken,0.4190866595101931,0.3943788608661931
rijden,0.4190866595101931,0.3026590545657818
bellen,0.4190866595101931,0.3432322356097857
sloeg,0.4190866595101931,0.573945935155461
sloop,0.4190866595101931,0.2334294439303728
schudde,0.4190866595101931,0.3432322356097857
staren,0.4190866595101931,0.2334294439303728
beschrijven,0.4190866595101931,0.4126383691480732
erd,0.4190866595101931,0.2334294439303728
besteeden,0.4190866595101931,0.607731882886532
overtuigen,0.4190866595101931,0.2334294439303728
bestaan,0.4190866595101931,-2.276874903208624
gẹ,0.4190866595101931,0.2334294439303728
wandelen,0.4579090133673715,-2.049945510318524
liep,0.4579090133673715,0.441453406006875
achtervolgen,0.4597708897237627,0.2334294439303728
betekenen,0.4597708897237627,0.3026590545657818
betreden,0.4597708897237627,0.3432322356097857
aanbieden,0.4597708897237627,0.2334294439303728
overvallen,0.4597708897237627,0.2334294439303728
leek,0.4597708897237627,0.3026590545657818
drukken,0.4597708897237627,-0.9542242224680422
duikt,0.4597708897237627,0.2334294439303728
grijpen,0.4597708897237627,0.4280779709091539
leven,0.4597708897237627,0.542831659228976
handelen,0.4597708897237627,-1.6133531810046635
kunnen,0.4597708897237627,-1.625988346457021
merkte,0.4597708897237627,0.3026590545657818
vernietigen,0.4597708897237627,0.2334294439303728
naderen,0.4597708897237627,0.2334294439303728
sluiten,0.4597708897237627,0.5595874167747481
vermoeien,0.4597708897237627,0.3026590545657818
controleren,0.4597708897237627,0.3026590545657818
staan,0.4833162314573919,2.578931430119244
begroeten,0.4886358156315847,0.4280779709091539
ontwikkelen,0.4886358156315847,0.441453406006875
voorkomen,0.4886358156315847,0.441453406006875
hielp,0.4886358156315847,0.2334294439303728
merken,0.4886358156315847,0.3720338163785795
vastleggen,0.4886358156315847,0.3026590545657818
verbinden,0.4886358156315847,0.4126383691480732
analyseren,0.4886358156315847,0.2334294439303728
hing,0.5110250271378781,0.2334294439303728
halen,0.5110250271378781,0.441453406006875
runen,0.5110250271378781,-0.6851691218275324
durven,0.5110250271378781,0.2334294439303728
toewijzen,0.5110250271378781,0.4126383691480732
dwingen,0.5110250271378781,-0.6851691218275324
vermoeden,0.5110250271378781,0.3943788608661931
aankomen,0.5110250271378781,0.4126383691480732
gebeuren,0.5110250271378781,0.4280779709091539
ontmaskeren,0.529319088234187,-0.8004460232795503
slagen,0.529319088234187,-1.064912931090384
verschijnen,0.529319088234187,0.3026590545657818
koken,0.529319088234187,0.2334294439303728
dromen,0.529319088234187,0.3026590545657818
lezen,0.529319088234187,0.3432322356097857
graven,0.529319088234187,0.4126383691480732
verzamelen,0.529319088234187,0.3026590545657818
verbazen,0.5447877410517913,0.3943788608661931
overleven,0.5447877410517913,0.4280779709091539
aantrekken,0.5447877410517913,0.3943788608661931
vangen,0.5447877410517913,0.4280779709091539
vechten,0.5447877410517913,-1.7650782666254368
spreken,0.5700109363637038,0.5894197333121556
verdedigen,0.5700109363637038,-0.755594382280287
schrijven,0.5805878260754606,2.848389883929468
vullen,0.5805929602812291,0.2334294439303728
gaan,0.5847235695045943,0.8104509355310197
bewijzen,0.598895272560052,0.4820746551977519
worden,0.598895272560052,1.077144487816755
wijden,0.6339043460445947,0.2334294439303728
verliezen,0.6685867117043861,0.5281317070752652
openen,0.7210179893317608,0.4820129179170235
lopen,0.7503188892918936,0.1531730214617885
krijgen,0.7598771605653876,3.219988897665179
liggen,0.7662609436141846,-0.3850997406169433
maken,0.7662609436141846,2.8206087636275403
oplossen,0.7814620336187108,1.2584366311156552
onderzoeken,0.8008445846876587,-0.9874533169401092
volgen,0.8054954887746533,1.5441759155651076
laten,0.8925272435041126,2.501016157271568
bracht,0.900945858511015,0.3432322356097857
drijven,0.900945858511015,0.2334294439303728
kennen,0.9181477247352906,-0.6128004066710585
verlangen,0.9181477247352906,0.3432322356097857
leggen,1.0362650012280037,0.3026590545657818
verbergen,1.1152086733920443,0.4820746551977519
draaien,1.1425785575690377,-2.416685397673811
onthullen,1.1425785575690377,0.2334294439303728
gebruiken,1.1425785575690377,-9.174942748555493
houden,1.1977897675468974,2.173935957668552
veranderen,1.1977897675468974,0.542831659228976
opmerken,1.2120346095621892,0.3943788608661931
ontrafelen,1.2794309671915107,0.4126383691480732
dook,1.2852440360922652,0.3026590545657818
redden,1.3277138935969093,-0.6082722566877355
confronteren,1.3536130092824044,0.3432322356097857
twijfelen,1.368807295724424,0.441453406006875
bevinden,1.4093665923307268,0.4126383691480732
denken,1.4093665923307268,0.1067664111519878
stoppen,1.485129863231775,0.6547096034315791
verdwijnen,1.5557868067839402,-0.1883077047857295
blijven,1.620633823161,4.062049478016114
proberen,1.6700785553286006,2.12195028482438
lijken,1.76082941970191,-0.7426026969746864
besluiten,2.042891508397953,3.50066058622171
ontvangen,2.1023603700533,0.767513885636481
zien,2.4386042694130365,-0.2524593097535814
achterhalen,2.45792386030068,0.3943788608661931
realiseren,2.5876622842975543,0.4733564378853292
beseffen,2.96546759033248,0.4638074204144216
beginnen,3.4025162925594423,2.428437355176849
weten,3.4549973434630825,3.9329894171645714
